Chapter,Verse Number,Verse,Translation
12,41,स्तुता सम्पूजिता पुष्पैर्गन्धधूपादिभिस्तथा । ददाति वित्तं पुत्रांश्च मतिं धर्मे गतिं शुभाम्॥,"And so, praised and worshiped with flowers, incense, perfumes, and the like, She grants wealth, progeny, and a pure mind established in righteousness.”"
13,1,ॐ ऋषिरुवाच॥,The seer said:
13,2,एतत्ते कथितं भूप देवीमाहात्म्यमुत्तमम् । एवं प्रभावा सा देवी ययेदं धार्यते जगत्॥,"“Thus have I related to you, O king, this supreme glorification of the Devī:"
13,3,विद्या तथैव क्रियते भगवद्विष्णुमायया । तया त्वमेष वैश्यश्च तथैवान्ये विवेकिनः॥,"Such is the splendor of the Devī, by whom the world is upheld, and such is the knowledge fashioned by the blessed Viṣṇumāyā."
13,4,मोह्यन्ते मोहिताश्चैव मोहमेष्यन्ति चापरे । तामुपैहि महाराज शरणं परमेश्वरीम्॥,"By Her are you and this merchant and other thoughtful people deluded, just as others have been and will be deluded."
13,5,आराधिता सैव नृणां भोगस्वर्गापवर्गदा॥,"O great king, take refuge in Her, the Supreme Sovereign. When worshiped, She truly confers enjoyment, heaven, and final liberation on humanity.”"
13,6,मार्कण्डेय उवाच॥,Mārkaṇḍeya said:
13,7,इति तस्य वचः श्रुत्वा सुरथः स नराधिपः॥,"Hearing his words, Suratha the king bowed in reverence to the illustrious seer of steadfast austerities."
13,8,प्रणिपत्य महाभागं तमृषिं संशितव्रतम् । निर्विण्णोऽतिममत्वेन राज्यापहरणेन च॥,"Despondent over excessive attachment and the loss of his kingdom, he went at once to practice austerities, O great sage, and so did the merchant,"
13,9,जगाम सद्यस्तपसे स च वैश्यो महामुने । सन्दर्शनार्थमम्बाया नदीपुलिनमास्थितः॥,"that they might obtain a vision of the Mother. The king and the merchant settled on a riverbank and engaged in spiritual practice, chanting the supreme hymn to the Devī."
13,10,स च वैश्यस्तपस्तेपे देवीसूक्तं परं जपन् । तौ तस्मिन् पुलिने देव्याः कृत्वा मूर्तिं महीमयीम्॥,"When they had fashioned an earthen image Of Her on the riverbank, the two of them worshiped The Devī with flowers, incense, fire, and libations of water."
13,11,अर्हणां चक्रतुस्तस्याः पुष्पधूपाग्नितर्पणैः । निराहारौ यतात्मानौ तन्मनस्कौ समाहितौ॥,"Now fasting, now restraining their senses, with minds constant in concentration, they made offerings sprinkled with the blood of their own bodies."
13,12,ददतुस्तौ बलिं चैव निजगात्रासृगुक्षितम् । एवं समाराधयतोस्त्रिभिर्वर्षैर्यतात्मनोः॥,"When they had worshiped Her in this way with self- restraint for three years, Caṇḍikā, The Support Of The Universe, Was Well Pleased. She Appeared Before Them And Spoke."
